Product_Name,Product_Description,Color,Wholesale_Price,Retail_Price,VendorID
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,Khaki,10.8,21.6,2000
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,University Red,10.8,21.6,2000
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,Gorge Green,10.8,21.6,2000
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,Valor Blue,10.8,21.6,2000
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,Court Purple,10.8,21.6,2000
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,Deep Maroon,10.8,21.6,2000
Nike Dry Visor AV9754,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop with silicone pull tab closure. The contrast Swoosh design trademark is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill. ,Desert Orange,10.8,21.6,2000
Nike Sideline Beanie 867309,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh design trademark is embroidered on the center front. Made of 100% Dri-FIT acrylic. ,Black,8.4,16.8,2000
Nike Sideline Beanie 867309,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh design trademark is embroidered on the center front. Made of 100% Dri-FIT acrylic. ,Medium Grey,8.4,16.8,2000
Nike Featherlight Cap CJ7082,Stay cool covered and comfortable in this unstructured low-profile cap. Nike AeroBill technology integrates proprietary lightweight construction with breathable sweat-wicking fabric for enhanced comfort and reduced distraction. A hook and loop closure with pull tab ensures a custom fit. The contrast Swoosh design trademark is embroidered on the left-side middle panel. Made of 100% Dri-FIT polyester twill. ,Black,14.7,29.4,2000
Nike Featherlight Cap CJ7082,Stay cool covered and comfortable in this unstructured low-profile cap. Nike AeroBill technology integrates proprietary lightweight construction with breathable sweat-wicking fabric for enhanced comfort and reduced distraction. A hook and loop closure with pull tab ensures a custom fit. The contrast Swoosh design trademark is embroidered on the left-side middle panel. Made of 100% Dri-FIT polyester twill. ,White,14.7,29.4,2000
Nike Featherlight Cap CJ7082,Stay cool covered and comfortable in this unstructured low-profile cap. Nike AeroBill technology integrates proprietary lightweight construction with breathable sweat-wicking fabric for enhanced comfort and reduced distraction. A hook and loop closure with pull tab ensures a custom fit. The contrast Swoosh design trademark is embroidered on the left-side middle panel. Made of 100% Dri-FIT polyester twill. ,College Navy,14.7,29.4,2000
Nike Featherlight Cap CJ7082,Stay cool covered and comfortable in this unstructured low-profile cap. Nike AeroBill technology integrates proprietary lightweight construction with breathable sweat-wicking fabric for enhanced comfort and reduced distraction. A hook and loop closure with pull tab ensures a custom fit. The contrast Swoosh design trademark is embroidered on the left-side middle panel. Made of 100% Dri-FIT polyester twill. ,Game Royal,14.7,29.4,2000
Nike Featherlight Cap CJ7082,Stay cool covered and comfortable in this unstructured low-profile cap. Nike AeroBill technology integrates proprietary lightweight construction with breathable sweat-wicking fabric for enhanced comfort and reduced distraction. A hook and loop closure with pull tab ensures a custom fit. The contrast Swoosh design trademark is embroidered on the left-side middle panel. Made of 100% Dri-FIT polyester twill. ,Anthracite,14.7,29.4,2000
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,Vintage White/ Asphalt Grey,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,TNF Mid Grey Heather/ TNF Black,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,Asphalt Grey/ TNF White,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,TNF Black/ TNF Black,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,Burnt Olive Green/ Asphalt Grey,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,Urban Navy/ TNF White,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,TNF Blue/ TNF Black,11.1,18.5,2002
The North Face Ultimate Trucker Cap. NF0A4VUA,Constructed of cotton canvas this cap has a rugged canvas wash for a vintage look. The adjustable snapback closure allows a customized fit while mesh venting and eyelets provide breathability and ventilation on the warmest days. Fabric 100% cotton canvas front panels 100% polyester mesh back panelsStructure Structured Profile MidFeatures Washed-down cotton canvas; contrast embroidered The North Face logo embroidered on left middle panelClosure Adjustable snapback ,TNF Black/ TNF White,11.1,18.5,2002
The North Face Classic Cap. NF0A4VU9,Crafted from 100% recycled fabric for a broken-in look from the start this classic baseball cap keeps up with your outdoor lifestyle. Fabric 100% recycled polyester Structure StructuredProfile MidFeatures Contrast embroidered The North Face logo on left middle panel; woven back label with The North Face logoClosure Adjustable self-fabric strap ,TNF Black,11.1,18.5,2002
The North Face Classic Cap. NF0A4VU9,Crafted from 100% recycled fabric for a broken-in look from the start this classic baseball cap keeps up with your outdoor lifestyle. Fabric 100% recycled polyester Structure StructuredProfile MidFeatures Contrast embroidered The North Face logo on left middle panel; woven back label with The North Face logoClosure Adjustable self-fabric strap ,Mid Grey,11.1,18.5,2002
The North Face Classic Cap. NF0A4VU9,Crafted from 100% recycled fabric for a broken-in look from the start this classic baseball cap keeps up with your outdoor lifestyle. Fabric 100% recycled polyester Structure StructuredProfile MidFeatures Contrast embroidered The North Face logo on left middle panel; woven back label with The North Face logoClosure Adjustable self-fabric strap ,Asphalt Grey,11.1,18.5,2002
The North Face Classic Cap. NF0A4VU9,Crafted from 100% recycled fabric for a broken-in look from the start this classic baseball cap keeps up with your outdoor lifestyle. Fabric 100% recycled polyester Structure StructuredProfile MidFeatures Contrast embroidered The North Face logo on left middle panel; woven back label with The North Face logoClosure Adjustable self-fabric strap ,Urban Navy,11.1,18.5,2002
The North Face Classic Cap. NF0A4VU9,Crafted from 100% recycled fabric for a broken-in look from the start this classic baseball cap keeps up with your outdoor lifestyle. Fabric 100% recycled polyester Structure StructuredProfile MidFeatures Contrast embroidered The North Face logo on left middle panel; woven back label with The North Face logoClosure Adjustable self-fabric strap ,Timber Tan,11.1,18.5,2002
The North Face Classic Cap. NF0A4VU9,Crafted from 100% recycled fabric for a broken-in look from the start this classic baseball cap keeps up with your outdoor lifestyle. Fabric 100% recycled polyester Structure StructuredProfile MidFeatures Contrast embroidered The North Face logo on left middle panel; woven back label with The North Face logoClosure Adjustable self-fabric strap ,TNF Blue,11.1,18.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,TNF Black,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Asphalt Grey,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,TNF Dark Grey Heather,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Urban Navy,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,TNF Blue,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Cardinal Red,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Vintage White,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Burnt Olive Green,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Timber Tan,9.9,16.5,2002
The North Face Mountain Beanie. NF0A4VUB,Made of 100% recycled fabric this beanie is made for snow shoveling or just walking in the woods. A fleece liner adds cozy warmth in cold conditions. Fabric 50% recycled polyester body 50% recycled polyester fleece Features Helps reduce landfill waste and the use of virgin materials; woven The North Face logo label ,Blue Wing,9.9,16.5,2002
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Coal Heather,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Dark Brown/ Sandstone,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Black,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Brite Lime,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Brite Orange,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Navy,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Carhartt Brown,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Heather Grey,11.9,17,2001
Carhartt Watch Cap 2.0 CT104597,Soft to the touch this timeless cap is stretchy rib knit for a stay-put fit. 100% acrylic stretchable rib knit fabric Carhartt label sewn on left side An updated version of the classic CTA18 Offered in the same colors previously offered in the CTA18 ,Black/ White,11.9,17,2001
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,Anthracite,9.3,18.6,2000
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,Black,9.3,18.6,2000
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,College Navy,9.3,18.6,2000
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,Game Royal,9.3,18.6,2000
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,Gorge Green,9.3,18.6,2000
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,Medium Grey,9.3,18.6,2000
Nike Team Beanie. CW6117,This warm cuffed beanie is perfect for the stands or the street. The contrast high-density Swoosh logo is embroidered at cuff. Made of 100% Dri-FIT acrylic. ,University Red,9.3,18.6,2000
Carhartt Rugged Professional Series Cap. CT103056,This all-star canvas hat has stretch technology and a sweat-fighting band. 59/39/2 cotton/poly/spandex with 100% polyester mesh back Carhartt Force  sweatband fights odors; FastDry  technology wicks away sweat for comfort Structured Mid profile Pre-curved visor Adjustable fit with plastic closure Carhartt label sewn on side ,Shadow Grey,10.2,17,2001
Carhartt Knit Insulated Face Mask CT104485,Keep your face warm on those brutally cold days when the work still needs to get done. 100% acrylic stretchable rib knit fabric 3M Thinsulate Flex 40-gram insulation for warmth Overlock stitching around eye opening Extra-long neck enhances cold-weather protection Carhartt label sewn on neck ,Black,15,25,2001
Carhartt Knit Insulated Face Mask CT104485,Keep your face warm on those brutally cold days when the work still needs to get done. 100% acrylic stretchable rib knit fabric 3M Thinsulate Flex 40-gram insulation for warmth Overlock stitching around eye opening Extra-long neck enhances cold-weather protection Carhartt label sewn on neck ,Carhartt Brown,15,25,2001
Carhartt Knit Insulated Face Mask CT104485,Keep your face warm on those brutally cold days when the work still needs to get done. 100% acrylic stretchable rib knit fabric 3M Thinsulate Flex 40-gram insulation for warmth Overlock stitching around eye opening Extra-long neck enhances cold-weather protection Carhartt label sewn on neck ,Coal Heather,15,25,2001
The North Face Truckstop Beanie NF0A5FXY,An adjustable cuff means this warm versatile beanie can be worn with a slouchier look. 100% acrylic Adjustable cuff height Woven The North Face fold over label at cuff ,New Taupe Green,9.9,16.5,2002
The North Face Truckstop Beanie NF0A5FXY,An adjustable cuff means this warm versatile beanie can be worn with a slouchier look. 100% acrylic Adjustable cuff height Woven The North Face fold over label at cuff ,TNF Black,9.9,16.5,2002
The North Face Truckstop Beanie NF0A5FXY,An adjustable cuff means this warm versatile beanie can be worn with a slouchier look. 100% acrylic Adjustable cuff height Woven The North Face fold over label at cuff ,TNF Black Heather,9.9,16.5,2002
The North Face Truckstop Beanie NF0A5FXY,An adjustable cuff means this warm versatile beanie can be worn with a slouchier look. 100% acrylic Adjustable cuff height Woven The North Face fold over label at cuff ,Urban Navy Heather,9.9,16.5,2002
The North Face Truckstop Beanie NF0A5FXY,An adjustable cuff means this warm versatile beanie can be worn with a slouchier look. 100% acrylic Adjustable cuff height Woven The North Face fold over label at cuff ,Asphalt Grey,9.9,16.5,2002
The North Face Circular Rib Beanie NF0A7RGH,With its circular knit construction this timeless beanie is a cold-weather must-have on the trail or in the streets. An adjustable cuff height leaves your styling options open. A fleece liner helps keep warmth in where you need it most. 100% acrylic Circular rib knit construction with darts for shaping on top of crown Adjustable cuff height Fleece lined Woven The North Face fold over label at cuff ,Asphalt Grey,9.9,16.5,2002
The North Face Circular Rib Beanie NF0A7RGH,With its circular knit construction this timeless beanie is a cold-weather must-have on the trail or in the streets. An adjustable cuff height leaves your styling options open. A fleece liner helps keep warmth in where you need it most. 100% acrylic Circular rib knit construction with darts for shaping on top of crown Adjustable cuff height Fleece lined Woven The North Face fold over label at cuff ,TNF Black,9.9,16.5,2002
The North Face Circular Rib Beanie NF0A7RGH,With its circular knit construction this timeless beanie is a cold-weather must-have on the trail or in the streets. An adjustable cuff height leaves your styling options open. A fleece liner helps keep warmth in where you need it most. 100% acrylic Circular rib knit construction with darts for shaping on top of crown Adjustable cuff height Fleece lined Woven The North Face fold over label at cuff ,TNF Medium Grey Heather,9.9,16.5,2002
The North Face Circular Rib Beanie NF0A7RGH,With its circular knit construction this timeless beanie is a cold-weather must-have on the trail or in the streets. An adjustable cuff height leaves your styling options open. A fleece liner helps keep warmth in where you need it most. 100% acrylic Circular rib knit construction with darts for shaping on top of crown Adjustable cuff height Fleece lined Woven The North Face fold over label at cuff ,TNF Yellow,9.9,16.5,2002
The North Face Circular Rib Beanie NF0A7RGH,With its circular knit construction this timeless beanie is a cold-weather must-have on the trail or in the streets. An adjustable cuff height leaves your styling options open. A fleece liner helps keep warmth in where you need it most. 100% acrylic Circular rib knit construction with darts for shaping on top of crown Adjustable cuff height Fleece lined Woven The North Face fold over label at cuff ,Urban Navy,9.9,16.5,2002
The North Face Pom Beanie NF0A7RGI,Complete with a pom this comfortable beanie has a classic look with The North Face sense of adventure. 100% acrylic Thick top pom Woven The North Face fold over label at cuff ,Shady Blue,11.1,18.5,2002
The North Face Pom Beanie NF0A7RGI,Complete with a pom this comfortable beanie has a classic look with The North Face sense of adventure. 100% acrylic Thick top pom Woven The North Face fold over label at cuff ,TNF Black Heather,11.1,18.5,2002
The North Face Pom Beanie NF0A7RGI,Complete with a pom this comfortable beanie has a classic look with The North Face sense of adventure. 100% acrylic Thick top pom Woven The North Face fold over label at cuff ,Vintage White,11.1,18.5,2002
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,Anthracite,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,Black,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,College Navy,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,Court Purple,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,Game Royal,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,Khaki,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,University Red,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,Valor Blue,10.8,21.6,2000
Nike Dri-FIT Team Visor NKDC4217,This lightweight three-panel visor features a pre-curved bill and an interior Dri-FIT performance sweatband that folds down for easy embroidery. Hook and loop closure. The contrast Swoosh logo is embroidered on the left-side panel. Made of 100% Dri-FIT polyester twill.** ,White,10.8,21.6,2000
